bn_name,bn_id,loc_name,creator_type,title,date,year_n,place,publisher,names_n,names,bn_pos,record_id,lccnID
Marie Brown,Q1369,"Shipley, Marie A.",translator,Birth and education,1871,1871,Boston,Lee and Shepard,3,"Schwartz, Marie Sophie || Borg, Selma Josefina || Shipley, Marie A.",3,Q1369_047,12038975
Marie Brown,Q1369,"Shipley, Marie A.",editor,The bandit,1872,1872,New York,G. P. Putnam & sons,3,"Blanche, August Teodor || Borg, Selma || Shipley, Marie A.",3,Q1369_019,06013842
Marie Brown,Q1369,"Shipley, Marie A.",translator,Two family mothers,1872,1872,Boston,Lee and Shepard,3,"Schwartz, Marie Sophie || Borg, Selma Josefina || Shipley, Marie A.",3,Q1369_054,08002062
Marie Brown,Q1369,"Shipley, Marie A.",translator,"Gustave Adolf, and the thirty years' war",1872,1872,New York,"G. W. Carleton & co.; etc., etc.",3,"Topelius, Zacharias || Borg, Selma || Shipley, Marie A.",3,Q1369_064,08029978
Marie Brown,Q1369,"Shipley, Marie A.",translator,Northern lights. Stories from Swedish and Finnish authors,1873,1873,Philadelphia,Porter & Coates,2,"Borg, Selma Josefina || Shipley, Marie A.",2,Q1369_010,07034713
Marie Brown,Q1369,"Shipley, Marie A.",translator,The son of the organ-grinder,1873,1873,Philadelphia,Porter & Coates,3,"Schwartz, Marie Sophie || Borg, Selma || Shipley, Marie A.",3,Q1369_053,08002063
Marie Brown,Q1369,"Shipley, Marie A.",translator,Little Karin,1873,1873,"Hartford, Conn.",R.W. Bliss & company,3,"Schwartz, Marie Sophie || Borg, Selma || Shipley, Marie A.",3,Q1369_051,08002065
Marie Brown,Q1369,"Shipley, Marie A.",translator,"Gerda; or, The children of work",1874,1874,Philadelphia,Porter & Coates,3,"Schwartz, Marie Sophie || Borg, Selma Josefina || Shipley, Marie A.",3,Q1369_048,08002898
Marie Brown,Q1369,"Shipley, Marie A.",translator,Nadeschda. A poem in nine cantos,1879,1879,Boston,M. A. Brown,2,"Runeberg, Johan Ludvig || Shipley, Marie A.",2,Q1369_046,17025340
Marie Brown,Q1369,"Shipley, Marie A.",author,The Icelandic discoverers of America,1887,1887,London,Marie A. Brown,1,"Shipley, Marie A.",1,Q1369_057,01025331
Marie Brown,Q1369,"Shipley, Marie A.",author,Leif Erikson,1888,1888,Washington,,1,"Shipley, Marie A.",1,Q1369_059,03016085
Marie Brown,Q1369,"Shipley, Marie A.",author,The true author of Looking backward,1890,1890,New York,J. B. Alden,1,"Shipley, Marie A.",1,Q1369_062,22009714
Marie Brown,Q1369,"Shipley, Marie A.",author,The English rediscovery and colonization of America,1891,1891,London,E. Stock,2,"Shipley, John B. || Shipley, Marie A.",2,Q1369_056,02007183
Marie Brown,Q1369,"Shipley, Marie A.",author,The Norse colonization in America by the light of the Vatican finds,1899,1899,Lucerne,H. Keller's foreign printing office,1,"Shipley, Marie A.",1,Q1369_061,01025333
Marie Brown,Q1369,"Shipley, Marie A.",author,Mrs. Shipley's claim to historical recognition,1900,1900,Lucerne,Printed by H. Keller's printing-office,1,"Shipley, Marie A.",1,Q1369_060,2020778492
Edith Jemima Simcox,Q1044,"Simcox, E. J.",author,"Primitive civilizations; or, Outlines of the history of ownership in archaic communities",1894,1894,London,Macmillan & co.,1,"Simcox, E. J.",1,Q1044_002,04022285
Edith Jemima Simcox,Q1044,"Simcox, Edith Jemima",author,Natural law. An essay in ethics,1877,1877,London,Trübner & co.,1,"Simcox, Edith Jemima",1,Q1044_005,09033063
Edith Jemima Simcox,Q1044,"Simcox, Edith Jemima",author,"Men, women, and lovers",1885,1885,New York,John W. Lovell company,1,"Simcox, Edith Jemima",1,Q1044_004,28031253
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",author,English gilds. The original ordinances of more than one hundred early English gilds: Together with þe olde vsages of þe cite of Wynchester; the Ordinances of Worcester; the Office of the mayor of Bristol; and the Costomary of the manor of Tettenhall-Regis. From original mss. of the fourteenth and fifteenth centuries,1870,1870,London,"Pub. for the Early English Text Society, by N. Trübner & Co.",3,"Smith, Joshua Toulmin || Smith, Lucy Toulmin || Brentano, Lujo",2,Q1047_017,12015981
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",editor,"Shakespeare's centurie of prayse; being materials for a history of opinion on Shakespeare and his works, A.D. 1591-1693",1879,1879,London,"Pub. for the New Shakspere society, by N. Trübner & co.",2,"Ingleby, C. M. || Smith, Lucy Toulmin",2,Q1047_008,16024863
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",author,"Allusions to Shakspere, A. D. 1592-1693. The two volumes of the New Shakspere society, 'Shakespeare's centurie of prayse,' (2d ed., 1879,) and 'Some 300 fresh allusions to Shakspere,' from 1594 to 1694 (1886), bound together",1879,1879,London,"Pub. for the New Shakspere society, by N. Trübner & co.",3,"Ingleby, C. M. || Smith, Lucy Toulmin || Furnivall, Frederick James",2,Q1047_001,16024865
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",author,The Walloon church at Norwich in 1589,1879?,1879,n.p.,,1,"Smith, Lucy Toulmin",1,Q1047_020,tmp92003549
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",editor,"York plays: the plays performed by the crafts or mysteries of York on the day of Corpus Christi in the 14th, 15th, and 16th centuries",1885,1885,Oxford,Clarendon Press,1,"Smith, Lucy Toulmin",1,Q1047_006,01019069
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",author,A manual of the English grammar and language for self-help,1885,1885,London,"Ward, Lock and co.",1,"Smith, Lucy Toulmin",1,Q1047_019,16008620
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",translator,English wayfaring life in the middle ages (xivth century),1889,1889,London,T. F. Unwin,2,"Jusserand, J. J. || Smith, Lucy Toulmin",2,Q1047_011,02021361
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",author,Les contes moralisés,1889,1889,Paris,Firmin Didot et cie,3,"Bozon, Nicole || Smith, Lucy Toulmin || Meyer, Paul",2,Q1047_007,06045083
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",author,The itinerary in Wales of John Leland in or about the years 1536-1539,1906,1906,London,G. Bell and sons,2,"Leland, John || Smith, Lucy Toulmin",2,Q1047_014,11006380
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",editor,"The itinerary of John Leland in or about the years 1535-1543, parts I to [XI]",1907-10,1907,London,G. Bell,2,"Leland, John || Smith, Lucy Toulmin",2,Q1047_015,07025493
Lucy Toulmin Smith,Q1047,"Smith, Lucy Toulmin",editor,The Shakspere allusion book; a collection of allusions to Shakspere from 1591 to 1700,1909,1909,London,Chatto & Windus,4,"Ingleby, C. M. || Smith, Lucy Toulmin || Furnivall, Frederick James || Munro, John James",2,Q1047_002,10019405
Grace Stebbing,Q2217,"Stebbing, Grace",author,Graham McCall's victory; a tale of the covenanters,1889,1889,Boston,I. Bradley & co.,1,"Stebbing, Grace",1,Q2217_001,03004388
Ethel Stokes,Q1310,"Stokes, Ethel",editor,"Index of wills proved in the Prerogative court of Canterbury And now preserved in the principal Probate registry, Somerset house, London",1893-19,1893,London,"The British record society, limited",6,"Smith, J. Challenor C. || Smith, S. A. || Duncan, Leland L. || Fry, Edw. Alex || Stokes, Ethel || Hill, Richard Henry Ernest",5,Q1310_001,01004240
Ethel Stokes,Q1310,"Stokes, Ethel",author,Gnosall parish register,1922,1922,London?,Priv. print. for the Staffordshire parish registers society,2,"Stokes, Ethel || Mander, Gerald Poynton",1,Q1310_002,30011251
Ethel Stokes,Q1310,"Stokes, Ethel",author,"Warwickshire feet of fines, abstracted from the originals in the Public record office",1932-,1932,London,"Pub. for the Dugdale society by H. Milford, Oxford university press",4,"Stokes, Ethel || Wellstood, Frederick C. || Houghton, Frederick Tyrie Sidney || Drucker, Lucy",1,Q1310_003,33002197
Margaret Stokes,Q606,"Stokes, Margaret",editor,Christian inscriptions in the Irish language,1872-78,1872,Dublin,"Printed at the University press, for the Royal historical and archaeological association of Ireland",2,"Petrie, George || Stokes, Margaret",2,Q606_002,13014305
Margaret Stokes,Q606,"Stokes, Margaret",author,Early Christian architecture in Ireland,1878,1878,London,G. Bell and sons,1,"Stokes, Margaret",1,Q606_003,03025344
Margaret Stokes,Q606,"Stokes, Margaret",author,Early Christian art in Ireland,1887,1887,London,Published for the Board of Education by Chapman and Hall,1,"Stokes, Margaret",1,Q606_007,83218780
Margaret Stokes,Q606,"Stokes, Margaret",author,Three months in the forests of France: a pilgrimage in search of vestiges of the Irish saints in France,1895,1895,London,G. Bell,1,"Stokes, Margaret",1,Q606_008,84154106
Margaret Stokes,Q606,"Stokes, Margaret MacNair",author,Notes on Irish architecture,1875-77,1875,London,G. Bell and sons,2,"Dunraven, Edwin Richard Windham Wyndham-Quin || Stokes, Margaret MacNair",2,Q606_001,14017701
Margaret Stokes,Q606,"Stokes, Margaret MacNair",author,The high crosses of Castledermot and Durrow,1898,1898,Dublin,The Academy,1,"Stokes, Margaret MacNair",1,Q606_009,01002107
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,The Bacon Shakspere question,1888,1888,London,T. G. Johnson,1,"Stopes, C. C.",1,Q1053_003,32033480
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,The Bacon-Shakspere question answered,1889,1889,London,Trübner & Co.,1,"Stopes, C. C.",1,Q1053_001,14015618
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,British freewomen; their historical privilege,1894,1894,London,S. Sonnenschein & co.,1,"Stopes, C. C.",1,Q1053_004,06014590
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,Shakespeare's Warwickshire contemporaries,1897,1897,Stratford-upon-Avon,Stratford-upon-Avon Press,1,"Stopes, C. C.",1,Q1053_015,17022046
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,"Shakespeare's family; being a record of the ancestors and descendants of William Shakespeare, with some account of the Ardens",1901,1901,London,E. Stock,1,"Stopes, C. C.",1,Q1053_012,02014913
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,Sixteenth century women students,1904,1904,London,,1,"Stopes, C. C.",1,Q1053_017,a 45001151
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,"The sphere of ""man"" in relation to that of woman in the constitution",1907,1907,London,T. F. Unwin,1,"Stopes, C. C.",1,Q1053_018,08019015
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,The constitutional basis of women's suffrage,1908,1908,Edinburgh,The Darien press,1,"Stopes, C. C.",1,Q1053_008,17030958
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,William Hunnis and the revels of the Chapel royal: a study of his period and the influences which affected Shakespeare,1910,1910,Louvain,"A. Uystpruyst; etc., etc.",1,"Stopes, C. C.",1,Q1053_020,10021628
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,Burbage and Shakespeare's stage,1913,1913,London,"A. Moring, ltd., The De la More press",1,"Stopes, C. C.",1,Q1053_006,14002784
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,Shakespeare's environment,1914,1914,London,G. Bell,1,"Stopes, C. C.",1,Q1053_011,15015478
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,"The Burbages, founders of the modern stage",1914,1914,London,,1,"Stopes, C. C.",1,Q1053_007,a 45003292
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,"Why does Shakespeare's ""Hamlet"" differ from the ""Amleth"" story of Belleforest?",1915,1915,London,,1,"Stopes, C. C.",1,Q1053_019,a 45003251
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,Shakespeare's industry,1916,1916,London,"G. Bell and Sons, Ltd.",1,"Stopes, C. C.",1,Q1053_013,16019837
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,"The life of Henry, third earl of Southampton",1922,1922,Cambridge,The University press,1,"Stopes, C. C.",1,Q1053_009,22014061
Charlotte Carmichael Stopes,Q1053,"Stopes, C. C.",author,The seventeenth century accounts of the masters of the revels,1922,1922,London,"Pub. for the Shakespeare Association by H. Milford, Oxford University Press",1,"Stopes, C. C.",1,Q1053_010,23006371
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Schliemann's excavations: an archaeological and historical study,1891,1891,London,Macmillan and Co.,2,"Schuchardt, Karl || Strong, Eugénie",2,Q23_010,04014842
Eugénie Sellers Strong,Q23,"Strong, Eugénie",translator,"Kypros, the Bible and Homer. Oriental civilization, art and religion in ancient times",1893,1893,London,Asher & Co.,3,"Ohnefalsch-Richter, Max Hermann || Paton, W. R. || Strong, Eugénie",3,Q23_007,01005602
Eugénie Sellers Strong,Q23,"Strong, Eugénie",editor,Masterpieces of Greek sculpture; a series of essays on the history of art,1895,1895,London,W. Heinemann,2,"Furtwängler, Adolf || Strong, Eugénie",2,Q23_006,01004107
Eugénie Sellers Strong,Q23,"Strong, Eugénie",editor,The elder Pliny's chapters on the history of art,1896,1896,London,"Macmillan and co., ltd.",4,"Pliny || Strong, Eugénie || Jex-Blake, K. || Urlichs, Heinrich Ludwig",2,Q23_008,01021811
Eugénie Sellers Strong,Q23,"Strong, Eugénie",translator,Roman art; some of its principles and their application to early Christian painting,1900,1900,London,Macmillan,2,"Wickhoff, Franz || Strong, Eugénie",2,Q23_027,02011709
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Exhibition of ancient Greek art,1903,1903,London,Printed for the Burlington fine arts club,1,"Strong, Eugénie",1,Q23_004,10007391
Eugénie Sellers Strong,Q23,"Strong, Eugénie",editor,The museums and ruins of Rome,1906,1906,London,Duckworth,3,"Amelung, Walther || Holtzinger, Heinrich || Strong, Eugénie",3,Q23_002,06012171
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Roman sculpture from Augustus to Constantine,1907,1907,London,C. Scribner's Sons,1,"Strong, Eugénie",1,Q23_023,07035388
Eugénie Sellers Strong,Q23,"Strong, Eugénie",editor,A history of art,1908-,1908,London,Duckworth & Co.,3,"Carotti, Giulio || Strong, Eugénie || Zoete, Beryl de",2,Q23_005,08036413
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Six drawings from the column of Trajan with the date 1467: and a note on the date of Giacomo Ripanda,1913,1913,London,,1,"Strong, Eugénie",1,Q23_026,a 33002140
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,"Religion & art; a study in the evolution of sculpture, painting and architecture",1914,1914,London etc.,T.F. Unwin,3,"Seta, Alessandro della || Harrison, Marion Chilton || Strong, Eugénie",3,Q23_011,15003767
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Forgotten fragments of ancient wall paintings in Rome,1914-,1914,London,,1,"Strong, Eugénie",1,Q23_019,a 33002147
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Apotheosis and after life,1916,1916,New York,E. P. Dutton & company,1,"Strong, Eugénie",1,Q23_012,16017716
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Sepulchral relief of a priest of Bellona,1920,1920,London,,1,"Strong, Eugénie",1,Q23_025,a 33002156
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,A bronze plaque in the Rosenheim collection,1920,1920,London,,1,"Strong, Eugénie",1,Q23_016,a 33002157
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Note on a copy of the Responsiones of Robert Parsons,1920,1920,London,,1,"Strong, Eugénie",1,Q23_020,a 33002158
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,La scultura romana da Augusto a Costantino,1923-26,1923,Firenze,Fratelli Alinari,2,"Strong, Eugénie || Giannelli, Giulio",1,Q23_024,31016534
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,La Chiesa nuova (Santa Maria in Vallicella),1923,1923,Roma,Società editrice d'arte illustrata,2,"Strong, Eugénie || Misciattelli, Piero",1,Q23_018,34009082
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Art in ancient Rome,1928,1928,New York,Scribner,1,"Strong, Eugénie",1,Q23_015,29006319
Eugénie Sellers Strong,Q23,"Strong, Eugénie",author,Catalogue of the Greek & Roman antiques in the possession of the Right Honourable Lord Melchett: at Melchet Court and 35 Lowndes Square,1928,1928,London,H. Milford,2,"Strong, Eugénie || Melchett, Alfred Moritz Mond",1,Q23_017,30022372
Dorothy Nancy Stroud,Q1695,"Stroud, Dorothy",author,Capability Brown,1950,1950,London,Country Life,1,"Stroud, Dorothy",1,Q1695_004,51004605
Dorothy Nancy Stroud,Q1695,"Stroud, Dorothy",author,"Henry Holland, 1745-1806",1950,1950,London,Art and Technics,1,"Stroud, Dorothy",1,Q1695_006,51005727
Mary Hamilton Swindler,Q2608,"Swindler, Mary Hamilton",author,Cretan elements in the cults and ritual of Apollo,1913,1913,"Bryn Mawr, Pa.",,1,"Swindler, Mary Hamilton",1,Q2608_003,13012482
Mary Hamilton Swindler,Q2608,"Swindler, Mary Hamilton",author,"Ancient painting, from the earliest times to the period of Christian art",1929,1929,New Haven,Yale university press,1,"Swindler, Mary Hamilton",1,Q2608_002,29025444
Ella Constance Sykes,Q1059,"Sykes, Ella C.",author,Through Persia on a side-saddle,1898,1898,London,"A.D. Innes & company, ltd.",1,"Sykes, Ella C.",1,Q1059_001,01010036
Ella Constance Sykes,Q1059,"Sykes, Ella C.",author,"The story-book of the Shah; or, Legends of old Persia",1901,1901,London,J. Macqueen,2,"Sykes, Ella C. || Firdawsī.",1,Q1059_003,05005067
Ella Constance Sykes,Q1059,"Sykes, Ella C.",author,A home help in Canada,1912,1912,London,"Smith, Elder",1,"Sykes, Ella C.",1,Q1059_002,13009849
Ella Constance Sykes,Q1059,"Sykes, Ella Constance",author,Persia and its people,1910,1910,New York,The Macmillan company,1,"Sykes, Ella Constance",1,Q1059_005,a 10001477
Ella Constance Sykes,Q1059,"Sykes, Ella Constance",author,Through deserts and oases of central Asia,1920,1920,London,Macmillan,2,"Sykes, Ella Constance || Sykes, Percy Molesworth",1,Q1059_004,20006769
Constance Tayler,Q1060,"Tayler, Constance J. D.",author,Koreans at home; the impressions of a Scotswoman,1904,1904,London,"Paris, New York and Melbourne, Cassell and company, limited",1,"Tayler, Constance J. D.",1,Q1060_003,04027139
Constance Tayler,Q1060,"Tayler, Constance J. D.",author,"Koreans at home, the impressions of a Scotswoman. With 5 plates in colour and 25 illus. from original drawings and photos",1904,1904,London,Cassell,1,"Tayler, Constance J. D.",1,Q1060_005,ltf90039255
Margerie Venables Taylor,Q133,"Taylor, M. V.",author,The Roman villa at North Leigh,1923,1923,London,Clarendon press,1,"Taylor, M. V.",1,Q133_002,24001588
Margerie Venables Taylor,Q133,"Taylor, M. V.",author,Flint excavation report,1924-25,1924,Prestatyn,The Society,3,"Atkinson, Donald || Taylor, M. V. || Petch, James A.",2,Q133_001,27008429
Eleanor Blanche Tempest,Q1063,"Tempest, Eleanor Blanche Reynard",author,"The descent of the Maseys of Rixton, in the county of Lancaster",1889,1889,Liverpool,"T. Brakell, printer",1,"Tempest, Eleanor Blanche Reynard",1,Q1063_002,29002766
Eleanor Blanche Tempest,Q1063,"Tempest, Eleanor Blanche Reynard",author,Genealogical memoranda relating to the families of Plumbe & Tempest,1898,1898,n. p.,Priv. print.,2,"Tempest, Eleanor Blanche Reynard || Tempest, Robert Tempest",1,Q1063_003,21021731
Eleanor Blanche Tempest,Q1063,"Tempest, Eleanor Blanche Reynard",author,"The registers of Coleby, Lincolnshire. 1561-1812",1903,1903,London,Priv. Print. for the Parish Register Society,2,"Tempest, Eleanor Blanche Reynard || Curtoys, William Francis Denny",1,Q1063_001,03028826
Ethel Margaret Thompson,Q1064,"Thompson, Ethel Margaret",author,A history of the Somerset Carthusians,1895,1895,London,J. Hodges,1,"Thompson, Ethel Margaret",1,Q1064_001,03006553
Elizabeth H. Thompson,Q2150,"Thompson, W. J.",author,Common sense golf,1923,1923,Toronto,Thomas Allen,1,"Thompson, W. J.",1,Q2150_003,2004366766
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,Lords lieutenants in the sixteenth century; a study in Tudor local administration,1923,1923,London,"Longmans, Green and Co.",1,"Thomson, Gladys Scott",1,Q883_008,23008023
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",editor,"The Twysden lieutenancy papers, 1583-1668",1926,1926,Ashford,Printed for the Records Branch by Headley brothers,2,"Twysden, Roger || Thomson, Gladys Scott",2,Q883_014,26012207
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,"Two centuries of family history, a study in social development",1930,1930,London,"Longmans, Green and Co.",1,"Thomson, Gladys Scott",1,Q883_012,30031153
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,"Life in a noble household, 1641-1700",1937,1937,London,J. Cape,1,"Thomson, Gladys Scott",1,Q883_006,37017986
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,"The Russells in Bloomsbury, 1669-1771",1940,1940,London,J. Cape,1,"Thomson, Gladys Scott",1,Q883_011,a 41002793
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",editor,"Letters of a grandmother, 1732-1735; being the correspondence of Sarah, Duchess of Marlborough with her granddaughter Diana, Duchess of Bedford",1943,1943,London,J. Cape,3,"Marlborough, Sarah Jennings Churchill || Bedford, Diana Spencer Russell || Thomson, Gladys Scott",3,Q883_001,a 44000481
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,Catherine the Great and the expansion of Russia,1947,1947,London,Published by Hodder & Stoughton for the English Univ. Press,1,"Thomson, Gladys Scott",1,Q883_003,47029880
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,Family background,1949,1949,London,J. Cape,1,"Thomson, Gladys Scott",1,Q883_005,49004133
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,Mrs. Arthur Strong; a memoir,1949,1949,London,Cohen & West,1,"Thomson, Gladys Scott",1,Q883_009,49026516
Gladys Scott-Thomson,Q883,"Thomson, Gladys Scott",author,"A pioneer family: the Birkbecks in Illinois, 1818-1827",1953,1953,London,Cape,1,"Thomson, Gladys Scott",1,Q883_010,54001461
Isobel Dorothy Thornley,Q866,"Thornley, Isobel D.",editor,The Great chronicle of London,1938,1938,London,Printed by G.W. Jones at the sign of the Dolphin,3,"Fabyan, Robert || Thomas, A. H. || Thornley, Isobel D.",3,Q866_001,40007720
Isobel Dorothy Thornley,Q866,"Thornley, Isobel Dorothy",author,"England under the Yorkists, 1460-1485; illustrated from contemporary sources",1920,1920,London,Longmans,1,"Thornley, Isobel Dorothy",1,Q866_003,20004567
Isobel Dorothy Thornley,Q866,"Thornley, Isobel Dorothy",editor,The book of Hartland,1940,1940,Torquay,"The Devonshire press, printers",2,"Chope, Richard Pearse || Thornley, Isobel Dorothy",2,Q866_002,41012306
Emma Elizabeth Cope,Q329,"Thoyts, Emma Elizabeth",author,The key to the family deed chest. How to decipher and study old documents: being a guide to the reading of ancient manuscripts,1893,1893,London,E. Stock,2,"Thoyts, Emma Elizabeth || Martin, Charles Trice",1,Q329_009,02014367
Emma Elizabeth Cope,Q329,"Thoyts, Emma Elizabeth",editor,"Annals of a country churchyard, during 150 years (1602 to 1750)",1893,1893,Olney,Printed by O. Ratcliff,1,"Thoyts, Emma Elizabeth",1,Q329_001,12002858
Emma Elizabeth Cope,Q329,"Thoyts, Emma Elizabeth",author,History of the Royal Berkshire militia (now 3rd battalion Royal Berks regiment),1897,1897,Reading,Printed for the authoress by J. Hawkes,1,"Thoyts, Emma Elizabeth",1,Q329_002,17014734
Emma Elizabeth Cope,Q329,"Thoyts, Emma Elizabeth",author,Records of the family of Cope,1901,1901,London,Mitchell and Hughes,1,"Thoyts, Emma Elizabeth",1,Q329_010,17023926
Helen Mary Tirard,Q1065,"Tirard, H. M.",translator,Life in ancient Egypt,1894,1894,London and New York,Macmillan and co.,2,"Erman, Adolf || Tirard, H. M.",2,Q1065_001,01000600
Dorothea Townshend,Q1066,"Townshend, Dorothea Baker",editor,An officer of the Long Parliament and his descendants being some account of his life and times of Colonel Richard Townesend of Castletown (Castletownshend) & a chronicle of his family,1892,1892,London,H. Frowde,2,"Townshend, R. B. || Townshend, Dorothea Baker",2,Q1066_005,15023254
Dorothea Townshend,Q1066,"Townshend, Dorothea Baker",author,Life and letters of Mr. Endymion Porter,1897,1897,London,T. F. Unwin,1,"Townshend, Dorothea Baker",1,Q1066_004,04036456
Dorothea Townshend,Q1066,"Townshend, Dorothea Baker",author,The life and letters of the great Earl of Cork,1904,1904,London,Duckworth,1,"Townshend, Dorothea Baker",1,Q1066_003,04013606
Dorothea Townshend,Q1066,"Townshend, Dorothea Baker",author,"George Digby, second earl of Bristol",1924,1924,London,T.F. Unwin ltd.,1,"Townshend, Dorothea Baker",1,Q1066_002,25001255
Jocelyn Mary Catherine Toynbee,Q864,"Toynbee, J. M. C.",author,"The Hadrianic school, a chapter in the history of Greek art",1934,1934,"Cambridge, Eng.",The University Press,1,"Toynbee, J. M. C.",1,Q864_019,34019714
Jocelyn Mary Catherine Toynbee,Q864,"Toynbee, J. M. C.",author,Roman medallions,1944,1944,New York,The American Numismatic Society,1,"Toynbee, J. M. C.",1,Q864_024,45000744
Jocelyn Mary Catherine Toynbee,Q864,"Toynbee, J. M. C.",author,Some notes on artists in the Roman world,1951,1951,Bruxelles,Latomus; revue d'études latines,1,"Toynbee, J. M. C.",1,Q864_028,61024026
Margaret Ruth Toynbee,Q1460,"Toynbee, Margaret",author,S. Louis of Toulouse and the process of canonisation in the fourteenth century,1929,1929,Manchester,University press,1,"Toynbee, Margaret",1,Q1460_005,30002907
Kate Eliza Trounson,Q225,"Trounson, K. E.",author,"Family council law in Europe: a study undertaken at the instance of the Eugenics Society, 1927-1929",1930,1930,London,The Society,1,"Trounson, K. E.",1,Q225_001,41041415
Olga Tufnell,Q1665,"Tufnell, Olga",author,Beth-pelet (Tell Fara),1930-,1930,London,British school of archaeology in Egypt etc.,5,"Petrie, W. M. Flinders || Tufnell, Olga || Macdonald, Eann || Starkey, J. L. || Harding, G. Lankester",2,Q1665_001,30028578
Olga Tufnell,Q1665,"Tufnell, Olga",author,Lachish (Tell ed Duweir),1938-58,1938,London,Published for the Trustees of the late Sir Henry Wellcome by Oxford University Press,2,"Tur-Sinai, Naphtali H. || Tufnell, Olga",2,Q1665_002,38037892
Anne Kennedy,Q939,"Ure, Anne Dunman",author,Aryballoi & figurines from Rhitsona in Boeotia,1934,1934,Cambridge Eng.,The University press,3,"Ure, Percy Neville || Burrows, Ronald Montagu || Ure, Anne Dunman",3,Q939_091,35009211
Margaret Maria Verney,Q1074,"Verney, Margaret Maria",author,Memoirs of the Verney family,1892-99,1892,London and New York,"Longmans, Green, and co.",2,"Verney, Frances Parthenope || Verney, Margaret Maria",2,Q1074_002,08023793
Margaret Maria Verney,Q1074,"Verney, Margaret Maria Williams-Hay",author,"Sir Henry Stewart Cunningham, K.C.I.E.",1923,1923,London,John Murray,1,"Verney, Margaret Maria Williams-Hay",1,Q1074_006,23012335
Margaret Maria Verney,Q1074,"Verney, Margaret Maria Williams-Hay",editor,Verney letters of the eighteenth century from the mss. at Claydon House,1930,1930,London,E. Benn Ltd.,1,"Verney, Margaret Maria Williams-Hay",1,Q1074_001,31006878
Joan Wake,Q798,"Wake, Joan",editor,"Quarter sessions records of the county of Northampton. Files for 6 Charles I and commonwealth (A.D. 1630, 1657, 1657-8)",1924,1924,Hereford,Printed for the Northamptonshire record society by the Hereford times ltd.,1,"Wake, Joan",1,Q798_005,28013875
Joan Wake,Q798,"Wake, Joan",author,How to compile a history and present-day record of village life,1925,1925,Kettering,"T. B. Hart, limited",1,"Wake, Joan",1,Q798_008,26014186
